solvent_original,canonical_solvent_smiles,is_valid_rdkit,is_environment_label,deep4chem_row_count,molecular_weight,exact_molecular_weight,logp,molar_refractivity,tpsa,num_hbond_donors,num_hbond_acceptors,num_rotatable_bonds,ring_count,aromatic_ring_count,heavy_atom_count,num_heteroatoms,fraction_csp3,formal_charge,num_valence_electrons,dielectric_constant,refractive_index,dipole_moment,hbond_donor,hbond_acceptor,polarity_ET30,existing_solvent_match
CCN1c2ccc(C=NNc3ccccn3)cc2Sc2cc(-c3ccc(C#N)cc3)ccc21,CCN1c2ccc(C=NNc3ccccn3)cc2Sc2cc(-c3ccc(C#N)cc3)ccc21,True,False,1,447.5670000000002,447.15176667200006,6.6888800000000055,135.2916999999999,64.31,1,6,5,5,4,33,6,0.07407407407407407,0,160,,,,,,,
CCN1c2ccc(C=NNc3ccccn3)cc2Sc2cc(-c3ccc(OC)cc3)ccc21,CCN1c2ccc(C=NNc3ccccn3)cc2Sc2cc(-c3ccc(OC)cc3)ccc21,True,False,1,452.5830000000002,452.167082388,6.825800000000005,137.1286999999999,49.75,1,6,6,5,4,33,6,0.1111111111111111,0,164,,,,,,,
CCN1c2ccc(C=NNc3ccccn3)cc2Sc2cc(-c3cccc4ccccc34)ccc21,CCN1c2ccc(C=NNc3ccccn3)cc2Sc2cc(-c3cccc4ccccc34)ccc21,True,False,1,472.6170000000002,472.172167768,7.970400000000006,148.08269999999973,40.519999999999996,1,5,5,6,5,35,5,0.06666666666666667,0,170,,,,,,,
CCN1c2ccc(C=NNc3ccccn3)cc2Sc2cc(-c3ccccc3)ccc21,CCN1c2ccc(C=NNc3ccccn3)cc2Sc2cc(-c3ccccc3)ccc21,True,False,1,422.55700000000013,422.156517704,6.817200000000006,130.57669999999996,40.519999999999996,1,5,5,5,4,31,5,0.07692307692307693,0,152,,,,,,,
CCN1c2ccc(C=NNc3ccccn3)cc2Sc2cc(C=NNc3ccccn3)ccc21,CCN1c2ccc(C=NNc3ccccn3)cc2Sc2cc(C=NNc3ccccn3)ccc21,True,False,1,465.5860000000001,465.1735647360001,5.9912000000000045,140.59439999999987,77.8,2,8,7,5,4,34,8,0.07692307692307693,0,168,,,,,,,
CCNCC,CCNCC,True,False,1,73.139,73.08914935199999,0.6157999999999999,24.217699999999994,12.03,1,1,2,0,0,5,1,1.0,0,32,,,,,,,
CCOC(=O)C(C#N)=C(C=Cc1ccc(N(c2ccccc2)c2ccc(C=CC(=C(C#N)C(=O)OCC)c3ccccc3)cc2)cc1)c1ccccc1,CCOC(=O)C(C#N)=C(C=Cc1ccc(N(c2ccccc2)c2ccc(C=CC(=C(C#N)C(=O)OCC)c3ccccc3)cc2)cc1)c1ccccc1,True,False,1,695.8190000000004,695.278406664,10.263759999999994,210.40899999999945,103.42,0,7,13,5,5,53,7,0.08695652173913043,0,260,,,,,,,
CCOC(=O)C(C#N)=C(C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CCOC(=O)C(C#N)=C(C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,True,False,1,470.5720000000001,470.199428072,7.710080000000007,145.76699999999974,53.330000000000005,0,4,8,4,4,36,4,0.0625,0,176,,,,,,,
CCOC(=O)C(Cl)(Cl)Cl,CCOC(=O)C(Cl)(Cl)Cl,True,False,1,191.441,189.93551244,1.9197,36.92300000000001,26.3,0,2,1,0,0,9,5,0.75,0,54,,,,,,,
CCOC(=O)C1(O)c2cc3ccc4cccc5ccc(c2C(=O)N1C(C)(C)C)c3c45,CCOC(=O)C1(O)c2cc3ccc4cccc5ccc(c2C(=O)N1C(C)(C)C)c3c45,True,False,1,401.4620000000002,401.162708216,4.5465000000000035,116.59830000000007,66.84,1,4,2,5,4,30,5,0.28,0,152,,,,,,,
CCOC(=O)CC(C)=O,CCOC(=O)CC(C)=O,True,False,1,130.143,130.06299418,0.5286,31.930999999999983,43.370000000000005,0,3,3,0,0,9,3,0.6666666666666666,0,52,,,,,,,
CCOC(=O)CCl,CCOC(=O)CCl,True,False,1,122.551,122.013457144,0.7883,27.35299999999999,26.3,0,2,2,0,0,7,3,0.75,0,42,,,,,,,
CCOC(=O)OCC,CCOC(=O)OCC,True,False,1,118.13199999999999,118.06299418,1.1794,28.647999999999985,35.53,0,3,2,0,0,8,3,0.8,0,48,,,,,,,
CCOC(=O)[C@H](C)O,CCOC(=O)[C@H](C)O,True,False,1,118.13199999999998,118.06299418,-0.06970000000000004,28.313799999999986,46.53,1,3,2,0,0,8,3,0.8,0,48,,,,,,,
CCOC(=O)c1cc(C)n2nc(-c3ccccc3)ccc12,CCOC(=O)c1cc(C)n2nc(-c3ccccc3)ccc12,True,False,1,280.327,280.121177752,3.4864200000000025,81.32150000000003,43.6,0,3,3,3,3,21,4,0.17647058823529413,0,106,,,,,,,
CCOC(=O)c1ccc(C2=C(c3ccccc3)c3oc4ccccc4[n+]3[B-](F)(F)O2)cc1,CCOC(=O)c1ccc(C2=C(c3ccccc3)c3oc4ccccc4[n+]3[B-](F)(F)O2)cc1,True,False,1,433.21900000000005,433.129694896,5.066500000000004,115.61850000000003,52.55,0,4,4,5,4,32,8,0.08333333333333333,0,160,,,,,,,
CCOC(=O)c1ccc(C2=C(c3ccccc3)c3sc4ccccc4[n+]3[B-](F)(F)O2)cc1,CCOC(=O)c1ccc(C2=C(c3ccccc3)c3sc4ccccc4[n+]3[B-](F)(F)O2)cc1,True,False,1,449.2870000000001,449.106851276,5.535000000000004,121.22950000000003,39.41,0,4,4,5,4,32,8,0.08333333333333333,0,160,,,,,,,
CCOC(=O)c1csc2[n+]1[B-](F)(F)OC(c1ccc(N(C)C)cc1)=N2,CCOC(=O)c1csc2[n+]1[B-](F)(F)OC(c1ccc(N(C)C)cc1)=N2,True,False,1,367.18600000000004,367.09734921200004,2.6095000000000006,91.88950000000003,55.01,0,6,4,3,2,25,10,0.26666666666666666,0,132,,,,,,,
CCOC=O,CCOC=O,True,False,1,74.07900000000001,74.036779432,0.17930000000000001,17.689999999999998,26.3,0,2,2,0,0,5,2,0.6666666666666666,0,30,,,,,,,
CCOCCO,CCOCCO,True,False,1,90.122,90.06807956,0.015200000000000047,23.578799999999994,29.46,1,2,3,0,0,6,2,1.0,0,38,,,,,,,
CCOCCOCCOCC,CCOCCOCCOCC,True,False,1,162.22899999999998,162.125594436,1.076,43.80500000000002,27.69,0,3,8,0,0,11,3,1.0,0,68,,,,,,,
CCOCOCC,CCOCOCC,True,False,1,104.149,104.083729624,1.0169000000000001,28.118999999999986,18.46,0,2,4,0,0,7,2,1.0,0,44,,,,,,,
CCOP(=O)(OCC)OCC,CCOP(=O)(OCC)OCC,True,False,1,182.15599999999998,182.07079559,2.2039999999999997,42.48450000000001,44.760000000000005,0,4,6,0,0,11,5,1.0,0,68,,,,,,,
CCOc1c(Nc2ccccc2-c2nc3ccccc3s2)c(=O)c1=O,CCOc1c(Nc2ccccc2-c2nc3ccccc3s2)c(=O)c1=O,True,False,1,350.3990000000001,350.07251330799994,3.7016000000000027,100.86170000000006,68.28999999999999,1,6,5,4,4,25,6,0.10526315789473684,0,124,,,,,,,
CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(-c3sc(C=CC4=CC(=C(C#N)C#N)c5ccccc5N4CC)c4c3OCCO4)cc2)cc1,CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(-c3sc(C=CC4=CC(=C(C#N)C#N)c5ccccc5N4CC)c4c3OCCO4)cc2)cc1,True,False,1,718.8789999999999,718.2613766960002,10.69145999999999,212.4909999999995,90.98,0,9,11,7,5,53,9,0.18181818181818182,0,264,,,,,,,
CCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,CCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,True,False,1,280.323,280.109944372,4.167120000000003,83.82600000000004,39.44,0,3,3,3,3,21,3,0.16666666666666666,0,106,,,,,,,
CCOc1ccccc1,CCOc1ccccc1,True,False,1,122.16699999999996,122.07316494,2.0853,37.61100000000001,9.23,0,1,2,1,1,9,1,0.25,0,48,,,,,,,
CCP(C)(=O)N(C)C,CCP(C)(=O)N(C)C,True,False,1,135.147,135.081300698,1.4758,37.7585,20.310000000000002,0,1,2,0,0,8,3,1.0,0,50,,,,,,,
CC[N+](=O)[O-],CC[N+](=O)[O-],True,False,1,75.067,75.0320284,0.2829999999999999,17.5354,43.14,0,2,1,0,0,5,3,1.0,0,30,,,,,,,
CC[Si](C)(C)c1cc2ccc3cccc4ccc(c1C(=O)NC(C)(C)C)c2c34,CC[Si](C)(C)c1cc2ccc3cccc4ccc(c1C(=O)NC(C)(C)C)c2c34,True,False,1,387.5990000000002,387.20184107800003,6.047600000000005,124.96220000000008,29.1,1,1,3,4,4,28,3,0.32,0,144,,,,,,,
CC[Si](CC)(CC)Oc1cccc(O[Si](CC)(CC)CC)c1-c1c2ccccc2c(-c2c(O[Si](CC)(CC)CC)cccc2O[Si](CC)(CC)CC)c2ccccc12,CC[Si](CC)(CC)Oc1cccc(O[Si](CC)(CC)CC)c1-c1c2ccccc2c(-c2c(O[Si](CC)(CC)CC)cccc2O[Si](CC)(CC)CC)c2ccccc12,True,False,1,851.4819999999997,850.466416968,16.862999999999968,263.62599999999935,36.92,0,4,22,5,5,58,8,0.48,0,314,,,,,,,
CC[Si](CC)(CC)c1cc2ccc3cccc4ccc(c1C(=O)NC(C)(C)C)c2c34,CC[Si](CC)(CC)c1cc2ccc3cccc4ccc(c1C(=O)NC(C)(C)C)c2c34,True,False,1,415.65300000000025,415.233141206,6.827800000000007,134.19620000000003,29.1,1,1,5,4,4,30,3,0.37037037037037035,0,156,,,,,,,
CCc1c(C(=O)OC)c(C(=O)OC)c2ccc(-c3ccccc3)nn12,CCc1c(C(=O)OC)c(C(=O)OC)c2ccc(-c3ccccc3)nn12,True,False,1,338.363,338.12665705600006,3.1369000000000016,92.68500000000003,69.9,0,5,4,3,3,25,6,0.21052631578947367,0,128,,,,,,,
CCc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(CC)cc7)s6)o5)cc4)o3)s2)cc1,CCc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(CC)cc7)s6)o5)cc4)o3)s2)cc1,True,False,1,586.7420000000003,586.149718072,9.702399999999995,169.2799999999996,77.84,0,8,8,7,7,42,8,0.11764705882352941,0,206,,,,,,,
CCc1ccc(O)cc1,CCc1ccc(O)cc1,True,False,1,122.16699999999996,122.07316494,1.9546,37.48480000000001,20.23,1,1,1,1,1,9,1,0.25,0,48,,,,,,,
CCc1ccc2ccc(-c3ccccc3)nn12,CCc1ccc2ccc(-c3ccccc3)nn12,True,False,1,222.291,222.115698448,3.5637000000000025,70.00600000000003,17.3,0,1,2,3,3,17,2,0.13333333333333333,0,84,,,,,,,
CCc1cccc(O)c1,CCc1cccc(O)c1,True,False,1,122.16699999999996,122.07316494,1.9546,37.48480000000001,20.23,1,1,1,1,1,9,1,0.25,0,48,,,,,,,
CCc1ccccc1O,CCc1ccccc1O,True,False,1,122.16699999999996,122.07316494,1.9545999999999997,37.48480000000001,20.23,1,1,1,1,1,9,1,0.25,0,48,,,,,,,
CCn1c(-c2ccc(-c3ccc(-c4ccc(-c5n(CC)c6cc(C)ccc6[n+]5CC)cc4)cc3)cc2)[n+](CC)c2ccc(C)cc21,CCn1c(-c2ccc(-c3ccc(-c4ccc(-c5n(CC)c6cc(C)ccc6[n+]5CC)cc4)cc3)cc2)[n+](CC)c2ccc(C)cc21,True,False,1,604.8420000000001,604.35550024818,9.53544,191.7379999999994,17.619999999999997,0,0,8,7,7,46,4,0.23809523809523808,2,230,,,,,,,
CCn1c(-c2ccc(-c3ccc(-c4ccc(-c5n(CC)c6ccccc6[n+]5CC)cc4)c(C)c3)cc2)[n+](CC)c2ccccc21,CCn1c(-c2ccc(-c3ccc(-c4ccc(-c5n(CC)c6ccccc6[n+]5CC)cc4)c(C)c3)cc2)[n+](CC)c2ccccc21,True,False,1,590.8150000000002,590.33985018418,9.227020000000003,187.00099999999944,17.619999999999997,0,0,8,7,7,45,4,0.21951219512195122,2,224,,,,,,,
CCn1c(-c2ccc(-c3ccc(-c4ccc(-c5n(CC)c6ccccc6[n+]5CC)cc4)cc3)cc2)[n+](CC)c2ccccc21,CCn1c(-c2ccc(-c3ccc(-c4ccc(-c5n(CC)c6ccccc6[n+]5CC)cc4)cc3)cc2)[n+](CC)c2ccccc21,True,False,1,576.7880000000002,576.32420012018,8.918600000000003,182.26399999999944,17.619999999999997,0,0,8,7,7,44,4,0.2,2,218,,,,,,,
CCn1c(-c2ccc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc(-c2ccc3c(c2)C(C)(C)c2ccccc2-3)cc1,CCn1c(-c2ccc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc(-c2ccc3c(c2)C(C)(C)c2ccccc2-3)cc1,True,False,1,884.1789999999999,883.417800696,18.42899999999999,292.8620000000001,4.93,0,0,7,13,11,69,1,0.11764705882352941,0,330,,,,,,,
CCn1c(-c2ccc(-c3ccc4c(c3)C(c3ccccc3)(c3ccccc3)c3ccccc3-4)cc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc(-c2ccc3c(c2)C(c2ccccc2)(c2ccccc2)c2ccccc2-3)cc1,CCn1c(-c2ccc(-c3ccc4c(c3)C(c3ccccc3)(c3ccccc3)c3ccccc3-4)cc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc(-c2ccc3c(c2)C(c2ccccc2)(c2ccccc2)c2ccccc2-3)cc1,True,False,1,1132.463,1131.4804009519999,22.542600000000036,372.34200000000106,4.93,0,0,11,17,15,89,1,0.045454545454545456,0,418,,,,,,,
CCn1c(-c2ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3ccccc3-4)cc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2ccccc2-3)cc1,CCn1c(-c2ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3ccccc3-4)cc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2ccccc2-3)cc1,True,False,1,1128.4309999999998,1127.449100824,22.503400000000035,370.33000000000095,4.93,0,0,7,19,15,89,1,0.045454545454545456,0,414,,,,,,,
CCn1c(-c2ccc(-c3ccc4ccc5cccc6ccc3c4c56)cc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc(-c2ccc3ccc4cccc5ccc2c3c45)cc1,CCn1c(-c2ccc(-c3ccc4ccc5cccc6ccc3c4c56)cc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc(-c2ccc3ccc4cccc5ccc2c3c45)cc1,True,False,1,900.1370000000001,899.35520044,19.611200000000014,305.1420000000006,4.93,0,0,7,15,15,71,1,0.02857142857142857,0,330,,,,,,,
CCn1c(-c2ccc(-c3cccc4ccccc34)cc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc(-c2cccc3ccccc23)cc1,CCn1c(-c2ccc(-c3cccc4ccccc34)cc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc(-c2cccc3ccccc23)cc1,True,False,1,751.9730000000001,751.323900312,16.122799999999966,252.74599999999936,4.93,0,0,7,11,11,59,1,0.034482758620689655,0,278,,,,,,,
CCn1c(-c2ccc(N(c3ccccc3)c3cccc4ccccc34)cc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc(N(c2ccccc2)c2cccc3ccccc23)cc1,CCn1c(-c2ccc(N(c3ccccc3)c3cccc4ccccc34)cc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc(N(c2ccccc2)c2cccc3ccccc23)cc1,True,False,1,934.1990000000001,933.4082986319999,19.728400000000008,311.24000000000063,11.41,0,2,11,13,13,73,3,0.02857142857142857,0,346,,,,,,,
CCn1c(-c2ccc(OC)cc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc(OC)cc1,CCn1c(-c2ccc(OC)cc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc(OC)cc1,True,False,1,559.7090000000002,559.251129296,10.499599999999992,179.96599999999953,23.39,0,2,7,7,7,43,3,0.1,0,210,,,,,,,
CN(C)C#N,CN(C)C#N,True,False,1,70.095,70.053098192,0.029079999999999995,19.299999999999997,27.03,0,2,0,0,0,5,2,0.6666666666666666,0,28,,,,,,,
CN(C)C(=N)N(C)C,CN(C)C(=N)N(C)C,True,False,1,115.17999999999999,115.11094741599999,0.0443699999999998,35.100699999999996,30.330000000000005,1,1,0,0,0,8,3,0.8,0,48,,,,,,,
CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,True,False,1,325.437,325.124883228,3.731100000000003,97.40050000000005,36.440000000000005,0,4,3,3,3,23,5,0.2222222222222222,0,118,,,,,,,
CN(C)C=S,CN(C)C=S,True,False,1,89.163,89.029920224,0.5052,27.34199999999999,3.24,0,1,1,0,0,5,2,0.6666666666666666,0,30,,,,,,,
CN(C)c1ccc(-c2ccc(-c3cc(N4CCCCC4)c(C#N)c4c3-c3ccccc3CC4)cc2)cc1,CN(C)c1ccc(-c2ccc(-c3cc(N4CCCCC4)c(C#N)c4c3-c3ccccc3CC4)cc2)cc1,True,False,1,483.6590000000002,483.26744805600003,7.714180000000008,155.26399999999967,30.27,0,3,4,6,4,37,3,0.2647058823529412,0,184,,,,,,,
CN(C)c1ccc(-c2ccc(-c3cc(N4CCCCC4)c(C#N)c4c3-c3ccccc3CC4)s2)cc1,CN(C)c1ccc(-c2ccc(-c3cc(N4CCCCC4)c(C#N)c4c3-c3ccccc3CC4)s2)cc1,True,False,1,489.6880000000002,489.22386899200006,7.775680000000007,153.1409999999997,30.27,0,4,4,6,4,36,4,0.28125,0,180,,,,,,,
CN(C)c1ccc(-c2ccc(-c3ccc(N(C)C)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1,CN(C)c1ccc(-c2ccc(-c3ccc(N(C)C)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1,True,False,1,520.6800000000002,520.2626970240001,8.429800000000004,169.93599999999952,32.260000000000005,0,4,6,6,6,40,4,0.1111111111111111,0,196,,,,,,,
CN(C)c1ccc(-c2ccc(C(C#N)=C(C#N)c3ccc(Br)cc3)cc2)cc1,CN(C)c1ccc(-c2ccc(C(C#N)=C(C#N)c3ccc(Br)cc3)cc2)cc1,True,False,1,428.333,427.06840967600004,6.1400600000000045,118.387,50.82,0,3,4,3,3,28,4,0.08333333333333333,0,136,,,,,,,
CN(C)c1ccc(-c2cccc3nsnc23)cc1,CN(C)c1ccc(-c2cccc3nsnc23)cc1,True,False,1,255.346,255.083018416,3.4243000000000015,77.17800000000004,29.020000000000003,0,4,2,3,3,18,4,0.14285714285714285,0,90,,,,,,,
CN(C)c1ccc(C(=Cc2ccc(C#N)cc2)c2ccc(N(C)C)cc2)cc1,CN(C)c1ccc(C(=Cc2ccc(C#N)cc2)c2ccc(N(C)C)cc2)cc1,True,False,1,367.4960000000001,367.20484780000004,5.279180000000005,119.66800000000003,30.270000000000003,0,3,5,3,3,28,3,0.16,0,140,,,,,,,
CN(C)c1ccc(C(=Cc2ccc(C=C(C#N)c3ccccc3)cc2)c2ccc(N(C)C)cc2)cc1,CN(C)c1ccc(C(=Cc2ccc(C=C(C#N)c3ccccc3)cc2)c2ccc(N(C)C)cc2)cc1,True,False,1,469.6320000000001,469.25179799200004,7.471680000000008,154.87899999999962,30.270000000000003,0,3,7,4,4,36,3,0.12121212121212122,0,178,,,,,,,
CN(C)c1ccc(C(=Cc2ccc(C=Cc3ccc(C#N)cc3)cc2)c2ccc(N(C)C)cc2)cc1,CN(C)c1ccc(C(=Cc2ccc(C=Cc3ccc(C#N)cc3)cc2)c2ccc(N(C)C)cc2)cc1,True,False,1,469.6320000000002,469.25179799200004,7.449580000000008,155.03799999999964,30.270000000000003,0,3,7,4,4,36,3,0.12121212121212122,0,178,,,,,,,
CN(C)c1ccc(C(=Cc2ccc(C=O)cc2)c2ccc(N(C)C)cc2)cc1,CN(C)c1ccc(C(=Cc2ccc(C=O)cc2)c2ccc(N(C)C)cc2)cc1,True,False,1,370.4960000000001,370.204513452,5.220000000000005,120.34050000000003,23.550000000000004,0,3,6,3,3,28,3,0.16,0,142,,,,,,,
CN(C)c1ccc(C2=C(c3ccccc3)c3oc4ccccc4[n+]3[B-](F)(F)O2)cc1,CN(C)c1ccc(C2=C(c3ccccc3)c3oc4ccccc4[n+]3[B-](F)(F)O2)cc1,True,False,1,404.225,404.15076468800004,4.955800000000004,113.98900000000003,29.490000000000002,0,3,3,5,4,30,7,0.08695652173913043,0,150,,,,,,,
CN(C)c1ccc(C2=C(c3ccccc3)c3sc4ccccc4[n+]3[B-](F)(F)O2)cc1,CN(C)c1ccc(C2=C(c3ccccc3)c3sc4ccccc4[n+]3[B-](F)(F)O2)cc1,True,False,1,420.29300000000006,420.12792106800003,5.424300000000004,119.60000000000002,16.35,0,3,3,5,4,30,7,0.08695652173913043,0,150,,,,,,,
CN(C)c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,CN(C)c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,True,False,1,323.53900000000004,323.080826556,2.839500000000001,82.53500000000001,29.240000000000002,0,3,2,3,2,22,8,0.14285714285714285,0,114,,,,,,,
CN(C)c1ccc(C2=Nc3sc4c(F)c(F)c(F)c(F)c4[n+]3[B-](F)(F)O2)cc1,CN(C)c1ccc(C2=Nc3sc4c(F)c(F)c(F)c(F)c4[n+]3[B-](F)(F)O2)cc1,True,False,1,417.14300000000003,417.05418266,4.142400000000002,93.271,28.71,0,4,2,4,3,28,12,0.125,0,146,,,,,,,
CN(C)c1ccc(C2=Nc3sc4cc(C(F)(F)F)ccc4[n+]3[B-](F)(F)O2)cc1,CN(C)c1ccc(C2=Nc3sc4cc(C(F)(F)F)ccc4[n+]3[B-](F)(F)O2)cc1,True,False,1,413.18,413.079254536,4.604800000000003,98.44100000000002,28.71,0,4,2,4,3,28,11,0.17647058823529413,0,146,,,,,,,
CN(C)c1ccc(C2=Nc3sc4cc(Cl)ccc4[n+]3[B-](F)(F)O2)cc1,CN(C)c1ccc(C2=Nc3sc4cc(Cl)ccc4[n+]3[B-](F)(F)O2)cc1,True,False,1,379.62800000000004,379.05289755600006,4.2394000000000025,98.44900000000003,28.71,0,4,2,4,3,25,9,0.125,0,128,,,,,,,
CN(C)c1ccc(C2=Nc3sc4cc(F)ccc4[n+]3[B-](F)(F)O2)cc1,CN(C)c1ccc(C2=Nc3sc4cc(F)ccc4[n+]3[B-](F)(F)O2)cc1,True,False,1,363.173,363.082448096,3.725100000000003,93.39700000000002,28.71,0,4,2,4,3,25,9,0.125,0,128,,,,,,,
CN(C)c1ccc(C2=Nc3sc4ccccc4[n+]3[B-](F)(F)O2)cc1,CN(C)c1ccc(C2=Nc3sc4ccccc4[n+]3[B-](F)(F)O2)cc1,True,False,1,345.183,345.0918699079999,3.586000000000002,93.43900000000004,28.71,0,4,2,4,3,24,8,0.125,0,122,,,,,,,
CN(C)c1ccc(C2=Nc3scc(-c4ccc(C#N)cc4)[n+]3[B-](F)(F)O2)cc1,CN(C)c1ccc(C2=Nc3scc(-c4ccc(C#N)cc4)[n+]3[B-](F)(F)O2)cc1,True,False,1,396.231,396.10276894000003,3.9714800000000032,106.08400000000002,52.5,0,5,3,4,3,28,9,0.10526315789473684,0,140,,,,,,,
CN(C)c1ccc(C2=Nc3scc(-c4ccc(N(C)C)cc4)[n+]3[B-](F)(F)O2)cc1,CN(C)c1ccc(C2=Nc3scc(-c4ccc(N(C)C)cc4)[n+]3[B-](F)(F)O2)cc1,True,False,1,414.2900000000001,414.14971913200003,4.165800000000003,115.69600000000003,31.95,0,5,4,4,3,29,9,0.2,0,150,,,,,,,
CN(C)c1ccc(C2=Nc3scc(-c4ccc([N+](=O)[O-])cc4)[n+]3[B-](F)(F)O2)cc1,CN(C)c1ccc(C2=Nc3scc(-c4ccc([N+](=O)[O-])cc4)[n+]3[B-](F)(F)O2)cc1,True,False,1,416.2180000000001,416.09259818,4.008000000000004,108.02340000000002,71.85,0,6,4,4,3,29,11,0.1111111111111111,0,148,,,,,,,
CN(C)c1ccc(C2=Nc3scc(-c4ccccc4)[n+]3[B-](F)(F)O2)cc1,CN(C)c1ccc(C2=Nc3scc(-c4ccccc4)[n+]3[B-](F)(F)O2)cc1,True,False,1,371.221,371.107519972,4.099800000000003,101.36900000000003,28.71,0,4,3,4,3,26,8,0.1111111111111111,0,132,,,,,,,
CN(C)c1ccc(C2=Nc3scc[n+]3[B-](F)(F)O2)cc1,CN(C)c1ccc(C2=Nc3scc[n+]3[B-](F)(F)O2)cc1,True,False,1,295.123,295.076219844,2.4328000000000003,75.93300000000002,28.71,0,4,2,3,2,20,8,0.16666666666666666,0,104,,,,,,,
CN(C)c1ccc(N2c3sc4ccccc4c3Sc3sc4ccccc4c32)cc1,CN(C)c1ccc(N2c3sc4ccccc4c3Sc3sc4ccccc4c32)cc1,True,False,1,430.6230000000001,430.063211576,8.116400000000002,130.34099999999998,6.48,0,5,2,6,5,29,5,0.08333333333333333,0,142,,,,,,,
CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1,CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1,True,False,1,373.48100000000005,373.124883228,5.281600000000004,113.77820000000001,45.230000000000004,1,4,4,4,4,27,5,0.09090909090909091,0,134,,,,,,,
CN(C)c1ccc2nc(-c3ccc(C(=O)O)cc3)sc2c1,CN(C)c1ccc2nc(-c3ccc(C(=O)O)cc3)sc2c1,True,False,1,298.367,298.077598688,3.7275000000000027,86.34230000000004,53.43000000000001,1,4,3,3,3,21,5,0.125,0,106,,,,,,,
CN(C)c1ccc2nc(-c3ccc(C(=O)OC(C)(C)C)cc3)sc2c1,CN(C)c1ccc2nc(-c3ccc(C(=O)OC(C)(C)C)cc3)sc2c1,True,False,1,354.475,354.140198944,4.984600000000005,104.55150000000005,42.43000000000001,0,5,3,3,3,25,5,0.3,0,130,,,,,,,
CN(C)c1ccc2nc(-c3ccc(C(=O)OC[C@H](NC(=O)OC(C)(C)C)C(=O)OCc4ccccc4)cc3)sc2c1,CN(C)c1ccc2nc(-c3ccc(C(=O)OC[C@H](NC(=O)OC(C)(C)C)C(=O)OCc4ccccc4)cc3)sc2c1,True,False,1,575.6870000000004,575.2090067759999,5.822800000000006,159.06119999999964,107.06000000000002,1,9,9,4,4,41,10,0.2903225806451613,0,214,,,,,,,
CN(C)c1ccccc1,CN(C)c1ccccc1,True,False,1,121.18299999999995,121.08914935199999,1.7526,40.76900000000002,3.24,0,1,1,1,1,9,1,0.25,0,48,,,,,,,
CN(C=O)c1ccccc1,CN(C=O)c1ccccc1,True,False,1,135.16599999999997,135.068413908,1.2792,40.90900000000003,20.310000000000002,0,1,2,1,1,10,2,0.125,0,52,,,,,,,
